buggy_code,fixed_code
Nd4j.getAffinityManager().getDeviceForThread(Thread.currentThread()),Nd4j.getAffinityManager().getDeviceForCurrentThread()
Nd4j.getAffinityManager().getDeviceForThread(Thread.currentThread()),Nd4j.getAffinityManager().getDeviceForCurrentThread()
maxRelError=1e-4,maxRelError=1e-3
"new ProcessBuilder(java,vmArguments,""-cp"",h2jar.getAbsolutePath(),Server.class.getName(),""-tcp"",""-baseDir"",tempDir.resolve(""database-in-time-zone"").toString())","new ProcessBuilder(java,vmArguments,""-cp"",h2jar.getAbsolutePath(),Server.class.getName(),""-tcp"",""-ifNotExists"",""-baseDir"",tempDir.resolve(""database-in-time-zone"").toString())"
"assertThat(throttledLines(Duration.milliseconds(100))).doesNotHaveDuplicates().haveAtLeast(9,containsApplicationLog).haveAtMost(12,containsApplicationLog)","assertThat(throttledLines(Duration.milliseconds(100))).doesNotHaveDuplicates().haveAtLeast(9,containsApplicationLog).haveAtMost(13,containsApplicationLog)"
soLingerTime.toSeconds(),soLingerTime.toMilliseconds()
soLingerTime.toSeconds(),soLingerTime.toMilliseconds()
assertThat(connector.getSoLingerTime()).isEqualTo(30),assertThat(connector.getSoLingerTime()).isEqualTo(30000)
http2c.setInitialStreamSendWindow(initialStreamSendWindow),http2c.setInitialStreamRecvWindow(initialStreamSendWindow)
http2c.setInitialStreamSendWindow(initialStreamSendWindow),http2c.setInitialStreamRecvWindow(initialStreamSendWindow)
http2.setInitialStreamSendWindow(initialStreamSendWindow),http2.setInitialStreamRecvWindow(initialStreamSendWindow)
http2.setInitialStreamSendWindow(initialStreamSendWindow),http2.setInitialStreamRecvWindow(initialStreamSendWindow)
http2c.setInitialStreamSendWindow(initialStreamSendWindow),http2c.setInitialStreamRecvWindow(initialStreamSendWindow)
http2c.setInitialStreamSendWindow(initialStreamSendWindow),http2c.setInitialStreamRecvWindow(initialStreamSendWindow)
http2.setInitialStreamSendWindow(initialStreamSendWindow),http2.setInitialStreamRecvWindow(initialStreamSendWindow)
http2.setInitialStreamSendWindow(initialStreamSendWindow),http2.setInitialStreamRecvWindow(initialStreamSendWindow)
"assertThat(getField(graphite,""port"")).isEqualTo(8080)","assertThat(getField(graphite,""port"")).isEqualTo(2003)"
"assertThat(getField(graphite,""port"")).isEqualTo(8080)","assertThat(getField(graphite,""port"")).isEqualTo(2003)"
requestReceived.await(),"requestReceived.await(10,TimeUnit.SECONDS)"
8,40
8,40
8,40
2,10
2,10
2,10
2,10
2,10
"logException(id,exception)",logException(exception)
"logException(id,exception)",logException(exception)
"LOGGER.debug(""Unable to process JSON"",exception)","LOGGER.warn(""Unable to process JSON"",exception)"
"LOGGER.debug(""Unable to process JSON"",exception)","LOGGER.warn(""Unable to process JSON"",exception)"
JsonProcessingExceptionMapper.class,JacksonMessageBodyProvider.class
"new InstrumentedHttpRequestExecutor(metricRegistry,metricNameStrategy)","new InstrumentedHttpRequestExecutor(metricRegistry,metricNameStrategy,name)"
0,1
17,1
Optional.of(Duration.seconds(1)),Optional.absent()
CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertDurationsTo(getRateUnit()),CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertRatesTo(getRateUnit())
CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertDurationsTo(getRateUnit()),CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertRatesTo(getRateUnit())
CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertDurationsTo(getRateUnit()),CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertRatesTo(getRateUnit())
CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertDurationsTo(getRateUnit()),CsvReporter.forRegistry(registry).convertDurationsTo(getDurationUnit()).convertRatesTo(getRateUnit())
yamlFactory.createJsonParser(input),yamlFactory.createParser(input)
yamlFactory.createJsonParser(input),yamlFactory.createParser(input)
"assertThat(response).isEqualToIgnoringCase(""Woop woop. yay\n"")","assertThat(response).isEqualTo(""Woop woop. yay\n"")"
"assertThat(response).isEqualToIgnoringCase(""Woop woop. yay\n"")","assertThat(response).isEqualTo(""Woop woop. yay\n"")"
"assertThat(response).isEqualToIgnoringCase(""Ok.\n"")","assertThat(response).isEqualTo(""Ok.\n"")"
"assertThat(response).isEqualToIgnoringCase(""Ok.\n"")","assertThat(response).isEqualTo(""Ok.\n"")"
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
mapper.getJsonFactory(),mapper.getFactory()
req.getServletPath(),req.getPathInfo()
req.getServletPath(),req.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
req.getServletPath(),req.getPathInfo()
req.getServletPath(),req.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
request.getServletPath(),request.getPathInfo()
req.getRequestURI(),req.getServletPath()
req.getRequestURI(),req.getServletPath()
request.getRequestURI(),request.getServletPath()
request.getRequestURI(),request.getServletPath()
request.getRequestURI(),request.getServletPath()
request.getRequestURI(),request.getServletPath()
request.getRequestURI(),request.getServletPath()
request.getRequestURI(),request.getServletPath()
request.getRequestURI(),request.getServletPath()
request.getRequestURI(),request.getServletPath()
"checkArgument(!""/"".equals(resourcePath),""%s is the classpath root"")","checkArgument(!""/"".equals(resourcePath),""%s is the classpath root"",resourcePath)"
"checkArgument(!""/"".equals(resourcePath),""%s is the classpath root"")","checkArgument(!""/"".equals(resourcePath),""%s is the classpath root"",resourcePath)"
Logger.getLogger(loggerName).getLevel(),Logger.getLogger(loggerName).getEffectiveLevel()
Logger.getLogger(loggerName).getLevel(),Logger.getLogger(loggerName).getEffectiveLevel()
Size.kilobytes(32),Size.kilobytes(16)
Size.kilobytes(3),Size.kilobytes(6)
Duration.seconds(1),Duration.seconds(200)
/**   * Converts the given object into a canonical JSON string.  * @param object    an object  * @return {@code object} as a JSON string  * @throws IOException if there is an error writing {@code object} as JSON  */ public static String asJson(Object object) throws IOException {   return JSON.writeValueAsString(object); } ,/**   * Converts the given object into a canonical JSON string.  * @param object    an object  * @return {@code object} as a JSON string  * @throws IOException if there is an error writing {@code object} as JSON  */ public static String asJson(Object object) throws IllegalArgumentException {   return JSON.writeValueAsString(object); } 
"new InstrumentedTimingCollector(Metrics.defaultRegistry(),Database.class)",new InstrumentedTimingCollector(Metrics.defaultRegistry())
c.isEncoded(),!c.isEncoded()
reg.getCounters(transformFilter(filter)),reg.getHistograms(transformFilter(filter))
reg.getCounters(transformFilter(filter)),reg.getHistograms(transformFilter(filter))
reg.getCounters(transformFilter(filter)),reg.getMeters(transformFilter(filter))
reg.getCounters(transformFilter(filter)),reg.getMeters(transformFilter(filter))
reg.getCounters(transformFilter(filter)),reg.getTimers(transformFilter(filter))
reg.getCounters(transformFilter(filter)),reg.getTimers(transformFilter(filter))
Gauge<Object>,Gauge<Integer>
@Override public Object getValue(){   return getThreadCount(state); } ,@Override public Integer getValue(){   return getThreadCount(state); } 
Gauge<Object>,Gauge<Integer>
@Override public Object getValue(){   return getThreadCount(state); } ,@Override public Integer getValue(){   return getThreadCount(state); } 
JmxReporter.class,DefaultObjectNameFactory.class
registered.add(objectName),registered.remove(objectName)
registered.add(objectName),registered.remove(objectName)
"executor.scheduleWithFixedDelay(this,period,period,unit)","executor.scheduleAtFixedRate(this,period,period,unit)"
"executor.scheduleWithFixedDelay(this,period,period,unit)","executor.scheduleAtFixedRate(this,period,period,unit)"
"executor.scheduleWithFixedDelay(this,period,period,unit)","executor.scheduleAtFixedRate(this,period,period,unit)"
"executor.scheduleWithFixedDelay(this,period,period,unit)","executor.scheduleAtFixedRate(this,period,period,unit)"
context.getContextPath(),request.getContextPath()
context.getContextPath(),request.getContextPath()
infos == null | infos.length == 0,infos == null || infos.length == 0
metricName.getName(),metricName.toString()
metricName.getName(),metricName.toString()
ti > 0,ti >= 0
ti > 0,ti >= 0
9,25
0,16
0,16
0,16
lockForRescale(),unlockForRescale()
lockForRescale(),unlockForRescale()
lockForRegularUsage(),lockForRescale()
lockForRegularUsage(),lockForRescale()
unlockForRegularUsage(),lockForRescale()
unlockForRegularUsage(),lockForRescale()
bean.getCollectionCount(),bean.getCollectionTime()
bean.getCollectionCount(),bean.getCollectionTime()
bean.getCollectionCount(),bean.getCollectionTime()
bean.getCollectionCount(),bean.getCollectionTime()
sanitizedName(name),sanitizeName(name)
sanitizedName(name),sanitizeName(name)
sanitizedName(name),sanitizeName(name)
sanitizedName(name),sanitizeName(name)
"uri.equals(""/"")","uri == null || uri.equals(""/"")"
newCount < reservoirSize,newCount <= reservoirSize
c < values.length(),c <= values.length()
threads.isEmpty(),!threads.isEmpty()
"MessageFormat.format(TEMPLATE,metricsUri,pingUri,threadsUri,healthcheckUri)","MessageFormat.format(TEMPLATE,path,metricsUri,path,pingUri,path,threadsUri,path,healthcheckUri)"
"binder.bindConstant().annotatedWith(Names.named(""tlsServicePort"")).to(8091)","binder.bindConstant().annotatedWith(Names.named(""tlsServicePort"")).to(8291)"
"resource.getUser(req,AUTHORIZER_NAME,user,"""")","resource.getUser(req,AUTHORIZER_NAME,user,"""",null)"
1,1
1,1
"log.error(""Not updating metadata, existing state[%s] in metadata store doesn't match to the new start state[%s]."",oldCommitMetadataBytesFromDb,startMetadata)","log.error(""Not updating metadata, existing state[%s] in metadata store doesn't match to the new start state[%s]."",oldCommitMetadataFromDb,startMetadata)"
CliBroker.class,CliRealtimeExample.class
"CalciteTests.createMockSystemSchema(druidSchema,walker)","CalciteTests.createMockSystemSchema(druidSchema,walker,plannerConfig)"
"CalciteTests.createMockSystemSchema(druidSchema,walker)","CalciteTests.createMockSystemSchema(druidSchema,walker,plannerConfig)"
"CalciteTests.createMockSystemSchema(druidSchema,walker)","CalciteTests.createMockSystemSchema(druidSchema,walker,plannerConfig)"
"CalciteTests.createMockSystemSchema(druidSchema,walker)","CalciteTests.createMockSystemSchema(druidSchema,walker,plannerConfig)"
"@PathParam(""createdTimeInterval"")","@QueryParam(""createdTimeInterval"")"
ExprEval.of(null),ExprEval.ofLong(null)
ExprEval.of(null),ExprEval.ofLong(null)
ExprEval.of(null),ExprEval.ofDouble(null)
ExprEval.of(null),ExprEval.ofDouble(null)
"@PathParam(""interval"")","@QueryParam(""interval"")"
Object... pathParams,String... pathParams
PostgreSQLConnector.class,PostgreSQLConnectorConfig.class
file.length() >= Integer.MAX_VALUE,file.length() > Integer.MAX_VALUE
addResult.getNumRowsInSegment() > tuningConfig.getMaxRowsPerSegment(),addResult.getNumRowsInSegment() >= tuningConfig.getMaxRowsPerSegment()
maxRowsPerFrame=100_000,maxRowsPerFrame=5000
stopTimeNs - responseStartTimeNs,stopTimeNs - requestStartTimeNs
stopTimeNs - responseStartTimeNs,stopTimeNs - requestStartTimeNs
timeout=60_000L,timeout=120_000L
timeout=30000,timeout=90000
"adapter.makeCursors(null,index.getDataInterval(),VirtualColumns.EMPTY,Granularities.ALL,false)","adapter.makeCursors(null,index.getDataInterval(),VirtualColumns.EMPTY,Granularities.ALL,false,null)"
timeLeft >= 0,timeLeft <= 0
"log.error(""Metric=[%s] has no StatsD type mapping"",statsDMetric)","log.debug(""Metric=[%s] has no StatsD type mapping"",statsDMetric)"
"log.error(""Metric=[%s] has no StatsD type mapping"",statsDMetric)","log.debug(""Metric=[%s] has no StatsD type mapping"",statsDMetric)"
"ImmutableList.<PostAggregator>of(new ExpressionPostAggregator(""a3"",""log((\""a1\"" + \""a2\""))""))","ImmutableList.of(new ExpressionPostAggregator(""a3"",""log((\""a1\"" + \""a2\""))""),new ArithmeticPostAggregator(""a4"",""quotient"",ImmutableList.of(new FieldAccessPostAggregator(null,""a1""),new ConstantPostAggregator(null,0.25))))"
Exception e,Throwable e
POLL_PERIOD=100L,POLL_PERIOD=1000L
dimensionsSpec.getDimensions(),dimensionsSpec.getDimensionNames()
dimensionsSpec.getDimensions(),dimensionsSpec.getDimensionNames()
timeout=10_000L,timeout=60_000L
"log.warn(""Unable to provision more workers. Current workerCount[%d] maximum workerCount[%d]."")","log.warn(""Unable to provision more workers. Current workerCount[%d] maximum workerCount[%d]."",currValidWorkers,maxWorkerCount)"
DEFAULT_ROW_FLUSH_BOUNDARY=80000,DEFAULT_ROW_FLUSH_BOUNDARY=75000
defaultRowFlushBoundary == null ? 500000 : defaultRowFlushBoundary,defaultRowFlushBoundary == null ? 75000 : defaultRowFlushBoundary
DEFAULT_ROW_FLUSH_BOUNDARY=500000,DEFAULT_ROW_FLUSH_BOUNDARY=75000
defaultMaxRowsInMemory=500000,defaultMaxRowsInMemory=75000
Optional.of(resourceManagement.getStats()),Optional.fromNullable(resourceManagement.getStats())
Optional.of(resourceManagement.getStats()),Optional.fromNullable(resourceManagement.getStats())
"log.warn(e,""Graceful shutdown of task[%s] aborted with exception."")","log.warn(e,""Graceful shutdown of task[%s] aborted with exception."",task.getId())"
1024,1025
0,1
0,1
1024,1025
TIMEOUT_SECONDS=5,TIMEOUT_SECONDS=20
response.getStatus().getCode() / 200,response.getStatus().getCode() / 100
response.getStatus().getCode() / 200,response.getStatus().getCode() / 100
new IndexSizeExceededException(getOutOfRowsReason()),"new IndexSizeExceededException(""%s"",getOutOfRowsReason())"
NoopChatHandlerProvider.class,ServiceAnnouncingChatHandlerProvider.class
NoopChatHandlerProvider.class,ServiceAnnouncingChatHandlerProvider.class
mapper.writeValueAsString(segment),mapper.writeValueAsBytes(segment)
mapper.writeValueAsString(segment),mapper.writeValueAsBytes(segment)
mapper.writeValueAsString(segment),mapper.writeValueAsBytes(segment)
mapper.writeValueAsString(segment),mapper.writeValueAsBytes(segment)
9,12
"queryNotifyLatch.await(25,TimeUnit.MILLISECONDS)","queryNotifyLatch.await(1000,TimeUnit.MILLISECONDS)"
"queryNotifyLatch.await(25,TimeUnit.MILLISECONDS)","queryNotifyLatch.await(1000,TimeUnit.MILLISECONDS)"
"queryNotifyLatch.await(25,TimeUnit.MILLISECONDS)","queryNotifyLatch.await(1000,TimeUnit.MILLISECONDS)"
"waitYieldLatch.await(25,TimeUnit.MILLISECONDS)","waitYieldLatch.await(1000,TimeUnit.MILLISECONDS)"
"waitLatch.await(25,TimeUnit.MILLISECONDS)","waitLatch.await(1000,TimeUnit.MILLISECONDS)"
"waitYieldLatch.await(25,TimeUnit.MILLISECONDS)",waitYieldLatch.await()
"waitLatch.await(25,TimeUnit.MILLISECONDS)",waitLatch.await()
SingleServerInventoryProvider.class,FilteredBatchServerViewProvider.class
SingleServerInventoryProvider.class,BatchServerInventoryViewProvider.class
SingleServerInventoryProvider.class,FilteredBatchServerViewProvider.class
SingleServerInventoryProvider.class,BatchServerInventoryViewProvider.class
numConnections=5,numConnections=20
numConnections=5,numConnections=20
List<String>,Iterable<String>
"new JSONParseSpec(timestampSpec,new DimensionsSpec(dimensions,dimensionExclusions,spatialDimensions),JSONParseSpec.JSON)","new JSONParseSpec(timestampSpec,new DimensionsSpec(dimensions,dimensionExclusions,spatialDimensions))"
"new JSONParseSpec(new TimestampSpec(""timestamp"",""iso""),new DimensionsSpec(Arrays.asList(DIMENSIONS),Arrays.<String>asList(),null),JSONParseSpec.JSON)","new JSONParseSpec(new TimestampSpec(""timestamp"",""iso""),new DimensionsSpec(Arrays.asList(DIMENSIONS),Arrays.<String>asList(),null))"
"new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(Arrays.asList(""dim1"",""dim2""),null,null),JSONParseSpec.JSON)","new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(Arrays.asList(""dim1"",""dim2""),null,null))"
"new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(null,null,null),JSONParseSpec.JSON)","new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(null,null,null))"
"new JSONParseSpec(timestampSpec,new DimensionsSpec(dimensions,dimensionExclusions,spatialDimensions),JSONParseSpec.JSON)","new JSONParseSpec(timestampSpec,new DimensionsSpec(dimensions,dimensionExclusions,spatialDimensions))"
"new JSONParseSpec(new TimestampSpec(""timestamp"",""iso""),new DimensionsSpec(Arrays.asList(DIMENSIONS),Arrays.<String>asList(),null),JSONParseSpec.JSON)","new JSONParseSpec(new TimestampSpec(""timestamp"",""iso""),new DimensionsSpec(Arrays.asList(DIMENSIONS),Arrays.<String>asList(),null))"
"new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(Arrays.asList(""dim1"",""dim2""),null,null),JSONParseSpec.JSON)","new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(Arrays.asList(""dim1"",""dim2""),null,null))"
"new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(null,null,null),JSONParseSpec.JSON)","new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(null,null,null))"
Optional<ZkWorker>,Optional<ImmutableZkWorker>
indexOutURI.getPath(),indexOutURI.toString()
indexOutURI.getPath(),indexOutURI.toString()
indexOutURI.getPath(),indexOutURI.toString()
indexOutURI.getPath(),indexOutURI.toString()
timelineObjectHolder.getObject().getChunk(0).getObject().getDimensions(),timelineObjectHolder.getObject().getChunk(0).getObject().getMetrics()
timelineObjectHolder.getObject().getChunk(0).getObject().getDimensions(),timelineObjectHolder.getObject().getChunk(0).getObject().getMetrics()
timelineObjectHolder.getObject().getChunk(0).getObject().getDimensions(),timelineObjectHolder.getObject().getChunk(0).getObject().getMetrics()
timelineObjectHolder.getObject().getChunk(0).getObject().getDimensions(),timelineObjectHolder.getObject().getChunk(0).getObject().getMetrics()
"binder.bindConstant().annotatedWith(Names.named(""servicePort"")).to(8081)","binder.bindConstant().annotatedWith(Names.named(""servicePort"")).to(8089)"
event.remove(factory.getName()),event.get(factory.getName())
event.remove(factory.getName()),event.get(factory.getName())
sections.remove(section),sections.get(section)
sections.remove(section),sections.get(section)
currentlyProcessing.addCallback(callback),holder.addCallback(callback)
currentlyProcessing.addCallback(callback),holder.addCallback(callback)
currentlyProcessing.addCallback(callback),holder.addCallback(callback)
currentlyProcessing.addCallback(callback),holder.addCallback(callback)
!shuttingDown,shuttingDown
minPriority == null ? 1 : minPriority,minPriority == null ? 0 : minPriority
"new PriorityTieredBrokerSelectorStrategy(1,1)","new PriorityTieredBrokerSelectorStrategy(0,1)"
"new PriorityTieredBrokerSelectorStrategy(1,1)","new PriorityTieredBrokerSelectorStrategy(0,1)"
"new PriorityTieredBrokerSelectorStrategy(0,1)","new PriorityTieredBrokerSelectorStrategy(1,1)"
minPriority == null ? 0 : minPriority,minPriority == null ? 1 : minPriority
ServiceAnnouncingChatHandlerProvider.class,NoopChatHandlerProvider.class
multiValueRow.get(1),multiValueRow.get(0)
NoopChatHandlerProvider.class,ServiceAnnouncingChatHandlerProvider.class
NoopChatHandlerProvider.class,ServiceAnnouncingChatHandlerProvider.class
i <= Integer.MAX_VALUE,i < Integer.MAX_VALUE
"new JavaScriptAggregatorFactory(name,Arrays.asList(input),fnAggregate,fnReset,fnCombine)","new JavaScriptAggregatorFactory(input,Arrays.asList(input),fnAggregate,fnReset,fnCombine)"
"new CardinalityAggregatorFactory(name,Arrays.asList(input),byRow)","new CardinalityAggregatorFactory(input,Arrays.asList(input),byRow)"
return false; ,return true; 
query.getDimensionSpec().preservesOrdering(),!query.getDimensionSpec().preservesOrdering()
"new StringInputRowParser(dataSpec == null ? null : dataSpec.toParseSpec(timestampSpec,dimensionExclusions),null,null,null)","new StringInputRowParser(dataSpec == null ? null : dataSpec.toParseSpec(timestampSpec,dimensionExclusions),null,null,null,null)"
"new StringInputRowParser(new DelimitedParseSpec(new TimestampSpec(""ts"",""iso""),new DimensionsSpec(Arrays.asList(DIMENSIONS),null,null),""\t"",Arrays.asList(COLUMNS)),null,null,null)","new StringInputRowParser(new DelimitedParseSpec(new TimestampSpec(""ts"",""iso""),new DimensionsSpec(Arrays.asList(DIMENSIONS),null,null),""\t"",Arrays.asList(COLUMNS)),null,null,null,null)"
"new StringInputRowParser(new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(Arrays.asList(""dim1"",""dim2""),null,null)),null,null,null)","new StringInputRowParser(new JSONParseSpec(new TimestampSpec(""timestamp"",""auto""),new DimensionsSpec(Arrays.asList(""dim1"",""dim2""),null,null)),null,null,null,null)"
"Assert.assertFalse(rule.appliesTo(builder.interval(new Interval(""0500-01-01/2100-12-31"")).build(),now))","Assert.assertTrue(rule.appliesTo(builder.interval(new Interval(""0500-01-01/2100-12-31"")).build(),now))"
"Assert.assertFalse(rule.appliesTo(builder.interval(new Interval(""0500-01-01/2100-12-31"")).build(),now))","Assert.assertTrue(rule.appliesTo(builder.interval(new Interval(""0500-01-01/2100-12-31"")).build(),now))"
"Assert.assertFalse(rule.appliesTo(builder.interval(new Interval(now.minusDays(1),now.plusDays(1))).build(),now))","Assert.assertTrue(rule.appliesTo(builder.interval(new Interval(now.minusDays(1),now.plusDays(1))).build(),now))"
"Assert.assertFalse(rule.appliesTo(builder.interval(new Interval(now.minusDays(1),now.plusDays(1))).build(),now))","Assert.assertTrue(rule.appliesTo(builder.interval(new Interval(now.minusDays(1),now.plusDays(1))).build(),now))"
cacheConfig.isPopulateCache(),cacheConfig.isUseCache()
cacheConfig.isPopulateCache(),cacheConfig.isUseCache()
return 1; ,return 0; 
postAgg.getName().equals(topNMetricName),postAgg.getName().equalsIgnoreCase(topNMetricName)
postAgg.getName().equals(topNMetricName),postAgg.getName().equalsIgnoreCase(topNMetricName)
postAgg.getName().equals(metricName),postAgg.getName().equalsIgnoreCase(metricName)
postAgg.getName().equals(metricName),postAgg.getName().equalsIgnoreCase(metricName)
new S3DataSegmentMover(mockS3Client),"new S3DataSegmentMover(mockS3Client,new S3DataSegmentPusherConfig())"
new S3DataSegmentMover(mockS3Client),"new S3DataSegmentMover(mockS3Client,new S3DataSegmentPusherConfig())"
new S3DataSegmentMover(mockS3Client),"new S3DataSegmentMover(mockS3Client,new S3DataSegmentPusherConfig())"
new S3DataSegmentMover(mockS3Client),"new S3DataSegmentMover(mockS3Client,new S3DataSegmentPusherConfig())"
new S3DataSegmentMover(mockS3Client),"new S3DataSegmentMover(mockS3Client,new S3DataSegmentPusherConfig())"
new S3DataSegmentMover(mockS3Client),"new S3DataSegmentMover(mockS3Client,new S3DataSegmentPusherConfig())"
row.size() == 0,row == null || row.size() == 0
row.size() == 0,row == null || row.size() == 0
row.size() == 0,row == null || row.size() == 0
row.size() == 0,row == null || row.size() == 0
"new DirectDruidClient(warehose,smileMapper,httpClient,server.getHost())","new DirectDruidClient(warehouse,smileMapper,httpClient,server.getHost())"
maxPendingPersists > 0,maxPendingPersists <= 0
complexColumnCache.values(),objectColumnCache.values()
complexColumnCache.values(),objectColumnCache.values()
"log.info(""Wanted to terminate %,d workers, but couldn't find any lazy ones!"")","log.info(""Wanted to terminate %,d workers, but couldn't find any lazy ones!"",excessWorkers)"
IllegalArgumentException e,Exception e
IllegalArgumentException e,Exception e
S3DataSegmentKiller.class,S3DataSegmentMover.class
"flushAfterDuration(entry.getKey(),entry.getValue())","abandonSegment(entry.getKey(),entry.getValue())"
"flushAfterDuration(entry.getKey(),entry.getValue())","abandonSegment(entry.getKey(),entry.getValue())"
new IncrementalIndexSegment(rtIndex),"new IncrementalIndexSegment(rtIndex,null)"
new IncrementalIndexSegment(TestIndex.getIncrementalTestIndex()),"new IncrementalIndexSegment(TestIndex.getIncrementalTestIndex(),null)"
new IncrementalIndexSegment(index),"new IncrementalIndexSegment(index,null)"
new IncrementalIndexSegment(rtIndex),"new IncrementalIndexSegment(rtIndex,null)"
new IncrementalIndexSegment(rtIndex),"new IncrementalIndexSegment(rtIndex,null)"
"Iterables.get(batchServerInventoryView.getInventory(),0).getSegments().size() != testSegments.size()","!Iterables.isEmpty(batchServerInventoryView.getInventory()) && Iterables.get(batchServerInventoryView.getInventory(),0).getSegments().size() != testSegments.size()"
NoopSegmentPublisher.class,DbSegmentPublisher.class
KafkaEightDruidModule.class,KafkaEightFirehoseFactory.class
0,16
0,16
runningTasks.get(assignedTask),runningTasks.remove(assignedTask)
runningTasks.get(assignedTask),runningTasks.remove(assignedTask)
Optional.of(resourceManagementScheduler),Optional.fromNullable(resourceManagementScheduler)
Optional.of(resourceManagementScheduler),Optional.fromNullable(resourceManagementScheduler)
!segments.add(segment),segments.add(segment)
!segments.add(segment),segments.add(segment)
2,66
zkWorker.getWorker(),zkWorker2.getWorker()
zkWorker.getWorker(),zkWorker2.getWorker()
getCurrCapacity(),getCurrCapacityUsed()
getCurrCapacity(),getCurrCapacityUsed()
getCurrCapacity(),getCurrCapacityUsed()
getCurrCapacity(),getCurrCapacityUsed()
"log.info(""Performing lookup: %s --> %s"",ips,retVal)","log.debug(""Performing lookup: %s --> %s"",ips,retVal)"
"log.info(""Performing lookup: %s --> %s"",ips,retVal)","log.debug(""Performing lookup: %s --> %s"",ips,retVal)"
"log.info(""Performing lookup: %s --> %s"",nodeIds,retVal)","log.debug(""Performing lookup: %s --> %s"",nodeIds,retVal)"
"log.info(""Performing lookup: %s --> %s"",nodeIds,retVal)","log.debug(""Performing lookup: %s --> %s"",nodeIds,retVal)"
"log.info(""Cannot scale anymore. Num workers = %d, Max num workers = %d"",zkWorkers.size(),workerSetupdDataRef.get().getMaxNumWorkers())","log.debug(""Cannot scale anymore. Num workers = %d, Max num workers = %d"",zkWorkers.size(),workerSetupdDataRef.get().getMaxNumWorkers())"
"log.info(""Cannot scale anymore. Num workers = %d, Max num workers = %d"",zkWorkers.size(),workerSetupdDataRef.get().getMaxNumWorkers())","log.debug(""Cannot scale anymore. Num workers = %d, Max num workers = %d"",zkWorkers.size(),workerSetupdDataRef.get().getMaxNumWorkers())"
"log.makeAlert(""Failed to remove segment"")","log.makeAlert(e,""Failed to remove segment"")"
"log.info(""Worker nodes %s do not have capacity to run any more tasks!"",zkWorkers.values())","log.debug(""Worker nodes %s do not have capacity to run any more tasks!"",zkWorkers.values())"
"log.info(""Worker nodes %s do not have capacity to run any more tasks!"",zkWorkers.values())","log.debug(""Worker nodes %s do not have capacity to run any more tasks!"",zkWorkers.values())"
args.length != 3,args.length != 2
System.getProperty(propName),props.getProperty(propName)
System.getProperty(propName),props.getProperty(propName)
gran.next(timeStart),gran.next(input)
gran.next(timeStart),gran.next(input)
timeMillis - MILLIS_IN,timeMillis + MILLIS_IN
timeMillis - MILLIS_IN,timeMillis + MILLIS_IN
"new DataSegment(""test"",new Interval(""2012-02-01/2012-02-02""),new DateTime().toString(),Maps.<String,Object>newHashMap(),Lists.<String>newArrayList(),Lists.<String>newArrayList(),new NoneShardSpec(),1)","new DataSegment(""test"",new Interval(""2012-02-01/2012-02-02""),new DateTime().toString(),Maps.<String,Object>newHashMap(),Lists.<String>newArrayList(),Lists.<String>newArrayList(),new NoneShardSpec(),1,0)"
